state,class,gender,age,paid,logpaid
STATE 15,C6 ,F,81,563.58,6.334309293
STATE 03,C11,M,81,527.81,6.26873637
STATE 02,F6 ,M,81,500.37,6.215347825
STATE 15,C1B,M,81,492.56,6.199616281
STATE 15,C11,M,81,477.96,6.169527047
STATE 04,C11,M,81,459,6.12905021
STATE 14,F6 ,M,81,414.34,6.026686893
STATE 03,C11,M,81,408.9,6.013470627
STATE 04,C11,F,81,407.66,6.010433494
STATE 17,C6 ,M,81,397.99,5.986426879
STATE 03,C11,F,81,397.51,5.985220091
STATE 15,C11,F,81,380,5.940171253
STATE 14,C1 ,M,81,377.36,5.933199639
STATE 02,C11,F,81,368.93,5.910606924
STATE 15,C6 ,M,81,356.25,5.875632732
STATE 15,C11,F,81,329.98,5.799032047
STATE 15,C1 ,M,81,319.67,5.767289214
STATE 15,C6 ,F,81,317.56,5.760666777
STATE 13,C1 ,M,81,309.39,5.734602617
STATE 06,C6 ,M,81,297.49,5.695380611
STATE 15,C6 ,F,81,294.84,5.686432836
STATE 17,C6 ,M,81,279.1,5.631570141
STATE 15,C1B,F,81,244.4,5.498806227
STATE 03,C11,F,81,201.81,5.307326661
STATE 15,C6 ,F,81,200,5.298317367
STATE 04,F6 ,M,81,196,5.278114659
STATE 17,F6 ,M,81,176.07,5.170881643
STATE 10,F6 ,F,81,169.5,5.132852927
STATE 15,C11,M,81,161.43,5.084071612
STATE 17,F6 ,F,81,154.75,5.041810912
STATE 11,C11,M,81,146.11,4.984359763
STATE 15,C6 ,M,81,79.59,4.376888457
STATE 15,C6 ,M,80,28083.99,10.24295494
STATE 15,C6 ,M,80,15566.84,9.65289829
STATE 15,C11,F,80,13193.1,9.487449245
STATE 03,C6 ,F,80,9811.3,9.191290062
STATE 02,F6 ,F,80,8493.76,9.047087055
STATE 15,C11,M,80,6132.24,8.721315378
STATE 15,C6 ,M,80,5037.9,8.524744608
STATE 03,C11,M,80,4885.08,8.493940941
STATE 15,C6 ,F,80,3978.09,8.288557084
STATE 15,C6 ,F,80,3846.07,8.254807127
STATE 17,F6 ,M,80,3809.83,8.245339848
STATE 06,C1 ,M,80,3334.21,8.111991049
STATE 02,C11,M,80,3222.66,8.077962384
STATE 03,C11,F,80,2997.83,8.005643973
STATE 14,F6 ,M,80,2750,7.919356191
STATE 02,C6 ,M,80,2607.81,7.866266068
STATE 13,C11,M,80,2511.41,7.828599627
STATE 17,C11,M,80,2254.87,7.720847601
STATE 15,C6 ,M,80,2179.51,7.68685536
STATE 13,C6 ,F,80,2149.17,7.672837
STATE 15,C6 ,M,80,1975,7.588323677
STATE 17,C6 ,F,80,1897.85,7.548476945
STATE 02,C6 ,M,80,1857.92,7.527212861
STATE 15,C6 ,F,80,1697.72,7.437041453
STATE 01,F6 ,M,80,1619.1,7.389625718
STATE 02,C11,F,80,1513.56,7.322219771
STATE 04,C11,F,80,1500.65,7.313653627
STATE 07,C6 ,M,80,1488.14,7.305282297
STATE 15,C11,M,80,1442.94,7.274437978
STATE 15,C6 ,M,80,1437.68,7.270785982
STATE 15,C6 ,M,80,1350.04,7.207889501
STATE 04,C6 ,F,80,1237.06,7.120492876
STATE 14,C6 ,M,80,1200,7.090076836
STATE 15,C6 ,M,80,1122.33,7.02316216
STATE 02,F6 ,M,80,1113.38,7.015155713
STATE 15,C1 ,M,80,1082.25,6.986797486
STATE 06,C6 ,F,80,1059.58,6.965627882
STATE 17,C11,M,80,1037.14,6.944222204
STATE 14,C6 ,F,80,1000.03,6.907785279
STATE 17,C11,M,80,957.72,6.86455546
STATE 12,C11,F,80,954.6,6.861292405
STATE 14,F6 ,M,80,953.15,6.859772289
STATE 12,C6 ,M,80,917.88,6.822066663
STATE 02,C6 ,M,80,903.93,6.806751924
STATE 02,C11,M,80,870.6,6.769182629
STATE 15,C6 ,F,80,860.34,6.75732766
STATE 15,C6 ,M,80,849.68,6.744859808
STATE 01,C6 ,F,80,846.97,6.741665275
STATE 02,C6 ,M,80,842.8,6.736729682
STATE 02,C6 ,F,80,818.55,6.707534482
STATE 10,C11,M,80,787.62,6.66901574
STATE 04,C6 ,M,80,783.6,6.663898686
STATE 17,F6 ,F,80,766.4,6.641704227
STATE 17,C11,F,80,743.42,6.611261161
STATE 03,C1 ,M,80,706.58,6.56043643
STATE 15,C6 ,F,80,703.76,6.556437389
STATE 02,C6 ,F,80,677.88,6.518970281
STATE 02,C1 ,F,80,673.76,6.512873964
STATE 15,C6 ,F,80,663.17,6.497031368
STATE 15,C11,M,80,640.4,6.462092981
STATE 02,F6 ,M,80,633.48,6.451228429
STATE 14,F6 ,M,80,619.06,6.428202199
STATE 01,F1 ,F,80,605.43,6.405938949
STATE 07,C6 ,F,80,600,6.396929655
STATE 06,C2 ,M,80,544.9,6.300602292
STATE 15,C6 ,F,80,497.35,6.209294004
STATE 02,C11,F,80,465.45,6.14300468
STATE 15,C6 ,M,80,454.65,6.119527892
STATE 06,C1B,F,80,419.18,6.038300422
STATE 04,C11,F,80,408.73,6.013054791
STATE 15,C6 ,F,80,399.29,5.98968797
STATE 15,C11,M,80,371.6,5.917818007
STATE 15,C6 ,M,80,370.79,5.915635865
STATE 17,C11,F,80,366.19,5.903152324
STATE 03,C11,F,80,342.08,5.835044628
STATE 03,C11,M,80,312.58,5.744860436
STATE 15,C11,M,80,308.7,5.732369932
STATE 17,C11,M,80,298.62,5.699171862
STATE 02,C11,M,80,220,5.393627546
STATE 15,C6 ,M,80,220,5.393627546
STATE 12,C6 ,M,80,208.85,5.341616291
STATE 02,C6 ,F,80,206.05,5.328118858
STATE 15,C6 ,M,80,189.06,5.242064425
STATE 15,C11,F,80,175,5.164785974
STATE 15,C6 ,M,80,160.2,5.076423035
STATE 17,C11,F,80,133.75,4.895972386
STATE 15,C2 ,M,80,130.94,4.874739203
STATE 15,C1 ,F,80,105.5,4.658710953
STATE 15,C6 ,M,80,81.24,4.397407737
STATE 15,C6 ,F,80,75,4.317488114
STATE 02,C6 ,M,80,65.84,4.187227556
STATE 15,C6 ,F,80,35.45,3.568123253
STATE 02,C6 ,M,80,35,3.555348061
STATE 12,C1B,F,80,25,3.218875825
STATE 15,F11,M,79,23015.61,10.04392796
STATE 12,C1 ,F,79,9526.8,9.161864159
STATE 12,C6 ,F,79,8323.31,9.026815291
STATE 15,C6 ,M,79,7085.35,8.865784551
STATE 15,C1 ,F,79,6857.5,8.833098223
STATE 15,C1 ,F,79,6751.49,8.8175185
STATE 04,C11,M,79,6419.37,8.767075261
STATE 17,C6 ,F,79,6291.84,8.747008835
STATE 10,F6 ,M,79,5999.42,8.699418077
STATE 15,C6 ,M,79,5601.33,8.630759349
STATE 15,C6 ,M,79,5502.07,8.612879664
STATE 15,C6 ,F,79,5262.48,8.568357678
STATE 15,C6 ,M,79,4921.14,8.50129549
STATE 15,C11,M,79,4904.64,8.497936975
STATE 14,C6 ,M,79,4096.58,8.317907758
STATE 02,C11,M,79,3749.91,8.229487119
STATE 02,C1 ,M,79,3708.88,8.218485223
STATE 14,F6 ,M,79,3471.25,8.152270039
STATE 15,C6 ,M,79,3334.65,8.112123005
STATE 15,C6 ,F,79,3126.33,8.047615072
STATE 15,C11,F,79,3009.29,8.00945945
STATE 15,C1 ,M,79,2458.07,7.807131768
STATE 04,C6 ,M,79,2425.62,7.793842441
STATE 06,C1 ,M,79,2360.95,7.766819359
STATE 15,C6 ,M,79,2360.87,7.766785474
STATE 15,C6 ,M,79,2173.7,7.684186064
STATE 02,C11,M,79,2011.26,7.60651667
STATE 15,F6 ,M,79,1954.97,7.578130127
STATE 04,C11,F,79,1937.14,7.568967938
STATE 06,C1 ,F,79,1764.25,7.47548095
STATE 15,C6 ,F,79,1755.95,7.4707653
STATE 01,F6 ,M,79,1724.86,7.452901167
STATE 17,F6 ,M,79,1690.5,7.432779622
STATE 04,C11,M,79,1614,7.386470849
STATE 17,C11,F,79,1515.02,7.323183919
STATE 15,C6 ,F,79,1445.35,7.276106786
STATE 04,C11,M,79,1443.65,7.274929908
STATE 17,C11,M,79,1433.45,7.267839405
STATE 14,C1 ,M,79,1404.12,7.247166051
STATE 15,C6 ,F,79,1288.76,7.161435795
STATE 15,C6 ,F,79,1279.43,7.154169945
STATE 15,C11,M,79,1271.81,7.148196362
STATE 02,C6 ,M,79,1250,7.13089883
STATE 17,C6 ,M,79,1176.91,7.070647639
STATE 15,C1 ,M,79,1170.56,7.065237546
STATE 15,C6 ,M,79,1160.63,7.05671824
STATE 15,C6 ,M,79,1113.92,7.015640605
STATE 04,C6 ,F,79,1098.37,7.001582542
STATE 15,C6 ,M,79,1051.93,6.958381851
STATE 15,C6 ,M,79,1048.32,6.954944162
STATE 15,C6 ,F,79,998.28,6.906033798
STATE 15,C11,M,79,987.19,6.894862523
STATE 15,C6 ,F,79,959.81,6.866735348
STATE 17,C11,F,79,928.81,6.833904197
STATE 04,C11,F,79,914.62,6.818508678
STATE 02,C11,F,79,897.41,6.799512837
STATE 15,C6 ,F,79,891.44,6.792838133
STATE 15,C6 ,F,79,853.46,6.749298675
STATE 15,C1B,M,79,830.26,6.721738905
STATE 02,C11,F,79,821.48,6.711107591
STATE 02,C6 ,M,79,821,6.710523109
STATE 12,C6 ,M,79,818.79,6.707827641
STATE 17,C11,F,79,796.55,6.680289902
STATE 15,C11,F,79,779.25,6.658331919
STATE 06,C6 ,M,79,773.72,6.651210051
STATE 04,C11,F,79,705.2,6.558481451
STATE 06,C11,F,79,659,6.490723535
STATE 02,C11,M,79,658.98,6.490693185
STATE 15,C6 ,M,79,651.57,6.479384835
STATE 01,F6 ,M,79,646.79,6.472021667
STATE 03,C11,F,79,616.53,6.424106983
STATE 15,C6 ,M,79,603.09,6.402066439
STATE 15,C6 ,M,79,600.83,6.398312033
STATE 03,C11,F,79,586.25,6.37374632
STATE 17,C6 ,F,79,584.61,6.370944958
STATE 12,C6 ,M,79,557.96,6.324287275
STATE 15,F6 ,M,79,525,6.263398263
STATE 02,C6 ,M,79,485.9,6.186002841
STATE 04,C11,M,79,481,6.17586727
STATE 15,C6 ,M,79,466.8,6.1459009
STATE 02,C11,M,79,457.64,6.126082849
STATE 07,C11,F,79,450.11,6.109491997
STATE 15,C6 ,F,79,437.03,6.080001843
STATE 02,C11,M,79,417.04,6.03318214
STATE 15,C6 ,M,79,403.97,6.001340618
STATE 15,C6 ,F,79,399.9,5.991214516
STATE 15,C11,F,79,395.01,5.978911081
STATE 15,C6 ,F,79,371.63,5.917898736
STATE 15,C11,F,79,365.5,5.901266279
STATE 02,C6 ,M,79,363.93,5.896961541
STATE 15,C6 ,M,79,355,5.872117789
STATE 10,C11,F,79,319.48,5.766694674
STATE 15,C6 ,M,79,317.5,5.760477818
STATE 03,C11,F,79,302.45,5.711915975
STATE 15,C6 ,M,79,300,5.703782475
STATE 02,C6 ,M,79,299.63,5.70254838
STATE 15,C1 ,M,79,297.28,5.694674456
STATE 14,C6 ,M,79,295.27,5.687890192
STATE 15,C6 ,M,79,280.05,5.634968159
STATE 03,C11,M,79,275.43,5.618333513
STATE 15,C11,M,79,233.42,5.452839406
STATE 06,C6 ,F,79,218.48,5.386694477
STATE 01,C6 ,M,79,196.81,5.282238796
STATE 15,C6 ,M,79,146.56,4.987434901
STATE 15,C6 ,M,79,115.61,4.750222458
STATE 15,C11,F,79,100,4.605170186
STATE 13,C11,M,79,94.5,4.548599834
STATE 15,C6 ,M,79,50,3.912023005
STATE 02,C11,F,79,37.9,3.634951112
STATE 03,C11,F,78,21986.1,9.998165714
STATE 15,C6 ,F,78,15128.09,9.62430856
STATE 15,C6 ,F,78,14651.31,9.59228503
STATE 15,C11,M,78,13068.69,9.477974572
STATE 03,C11,M,78,10661.97,9.274438484
STATE 02,C11,M,78,6754.81,8.818010123
STATE 15,C11,M,78,6308.16,8.749599312
STATE 12,C1 ,M,78,5071.99,8.531488525
STATE 15,C1 ,F,78,4911.64,8.499363177
STATE 15,C6 ,F,78,4894.66,8.495900094
STATE 10,C1 ,M,78,4869.12,8.490668502
STATE 15,C11,M,78,4809.52,8.478352566
STATE 12,C6 ,M,78,4602.83,8.434426611
STATE 06,C6 ,M,78,4502.15,8.412310339
STATE 06,C1 ,M,78,4335.74,8.374647578
STATE 07,C6 ,F,78,4114.24,8.322209406
STATE 04,C6 ,M,78,4033.65,8.302426952
STATE 06,C6 ,M,78,3611.65,8.191920011
STATE 15,C11,F,78,3604.81,8.190024344
STATE 17,C6 ,M,78,3404.67,8.132903298
STATE 15,C11,M,78,3057.71,8.025421549
STATE 03,F6 ,F,78,3045.7,8.021486039
STATE 04,F6 ,M,78,2983.13,8.000728364
STATE 17,C11,F,78,2884.46,7.967092986
STATE 15,C1 ,F,78,2805.09,7.939190903
STATE 02,C6 ,F,78,2742.24,7.916530384
STATE 15,C6 ,F,78,2591.33,7.859926536
STATE 07,C6 ,M,78,2536.93,7.838709968
STATE 15,C6 ,M,78,2529.89,7.835931103
STATE 15,C6 ,F,78,2497.72,7.823133595
STATE 15,C11,M,78,2473.5,7.813389431
STATE 15,C11,M,78,2419.75,7.791419508
STATE 15,C1 ,M,78,2382.7,7.775989577
STATE 02,C11,M,78,2272.12,7.728468595
STATE 15,C6 ,M,78,2266.97,7.726199417
STATE 07,C11,F,78,2189.59,7.691469591
STATE 15,F6 ,F,78,2008.04,7.604914401
STATE 02,F6 ,M,78,1917.5,7.558777533
STATE 17,C6 ,F,78,1897.25,7.548160748
STATE 15,C6 ,F,78,1858.52,7.527535751
STATE 06,C11,F,78,1830.94,7.512584775
STATE 03,C6 ,M,78,1800.65,7.49590299
STATE 15,C6 ,M,78,1712.42,7.445662854
STATE 17,C6 ,M,78,1672.67,7.422176431
STATE 06,C11,M,78,1658.12,7.413439709
STATE 15,C11,M,78,1625.13,7.393343092
STATE 14,F11,M,78,1597.37,7.376113806
STATE 15,C6 ,F,78,1502.91,7.315158508
STATE 06,C6 ,M,78,1465.08,7.289665127
STATE 04,C11,M,78,1389.18,7.236468924
STATE 07,C11,F,78,1356.31,7.212523056
STATE 10,C11,M,78,1347.74,7.206184395
STATE 14,C6 ,M,78,1321.88,7.186810245
STATE 01,F6 ,M,78,1321.7,7.186674066
STATE 04,C11,M,78,1308,7.176254532
STATE 12,C6 ,M,78,1307.37,7.175772765
STATE 17,C11,M,78,1305,7.17395832
STATE 02,C11,F,78,1303.88,7.173099714
STATE 15,C1 ,M,78,1294.47,7.165856624
STATE 17,C6 ,F,78,1290.15,7.16251377
STATE 15,C6 ,F,78,1281.3,7.155630467
STATE 06,C6 ,M,78,1277.87,7.152949908
STATE 04,C11,M,78,1233.72,7.117789274
STATE 02,C6 ,F,78,1135,7.03438793
STATE 15,C11,F,78,1109.37,7.011547566
STATE 12,C6 ,F,78,1077.95,6.982816368
STATE 17,C11,F,78,1072.58,6.97782224
STATE 15,C6 ,M,78,1070.04,6.97545131
STATE 17,C11,M,78,1002.7,6.910451641
STATE 15,C6 ,M,78,981.86,6.889448732
STATE 15,C6 ,M,78,980.83,6.888399152
STATE 04,C11,M,78,958.41,6.865275661
STATE 04,C11,M,78,954.54,6.861229549
STATE 15,C6 ,M,78,929.82,6.834991019
STATE 12,C6 ,M,78,843.98,6.738128798
STATE 15,C11,M,78,817.62,6.706397681
STATE 15,C6 ,F,78,774.78,6.652579118
STATE 02,C6 ,F,78,766.39,6.641691179
STATE 17,C6 ,M,78,728.2,6.590575736
STATE 15,F6 ,F,78,712,6.568077911
STATE 02,C11,M,78,699.5,6.550365794
STATE 07,C6 ,F,78,695.16,6.544142035
STATE 15,C6 ,F,78,647.34,6.472871659
STATE 07,C6 ,F,78,640.23,6.461827487
STATE 17,C11,M,78,636.65,6.456220054
STATE 02,C11,F,78,634.48,6.452805766
STATE 03,C1 ,F,78,614.62,6.421004191
STATE 13,C6 ,F,78,603.23,6.40229855
STATE 17,C11,F,78,601.69,6.399742363
STATE 02,C1B,F,78,549.12,6.308316997
STATE 17,F6 ,M,78,532.49,6.277564118
STATE 12,C1 ,M,78,523,6.259581464
STATE 15,C6 ,F,78,500,6.214608098
STATE 02,C11,F,78,485.1,6.184355055
STATE 01,C6 ,M,78,484.76,6.183653923
STATE 04,C6 ,F,78,477.84,6.169275948
STATE 15,C6 ,M,78,475,6.163314804
STATE 15,C6 ,M,78,475,6.163314804
STATE 03,C6 ,F,78,471.52,6.155961519
STATE 15,C11,F,78,463.96,6.139798342
STATE 02,C11,M,78,462.93,6.137575855
STATE 04,C11,F,78,460.22,6.131704636
STATE 15,C6 ,F,78,446.74,6.10197677
STATE 15,C11,M,78,439.89,6.086524696
STATE 17,C6 ,F,78,430.38,6.064668539
STATE 02,C6 ,F,78,429.28,6.062109387
STATE 15,C6 ,F,78,388.71,5.962833564
STATE 10,F6 ,M,78,357.29,5.878547777
STATE 17,C6 ,F,78,353.7,5.868449096
STATE 14,F11,M,78,353.51,5.867911773
STATE 15,C11,M,78,338.47,5.824435462
STATE 02,F6 ,F,78,327.13,5.790357645
STATE 15,C6 ,M,78,316.93,5.758680929
STATE 02,C11,F,78,276.67,5.62282546
STATE 15,C6 ,M,78,224.7,5.414766179
STATE 02,C11,M,78,169.67,5.133855374
STATE 15,C6 ,F,78,150.5,5.013963084
STATE 15,C6 ,F,78,120.32,4.79015486
STATE 01,C6 ,M,78,114.13,4.73733815
STATE 13,C1 ,M,78,112.78,4.725439018
STATE 04,C11,M,78,108.69,4.688499794
STATE 17,C6 ,M,78,85,4.442651256
STATE 15,F6 ,M,78,52.4,3.958906591
STATE 02,C11,M,78,50,3.912023005
STATE 15,C1 ,M,77,12698.8,9.44926278
STATE 14,F6 ,M,77,12151.86,9.405237523
STATE 15,C6 ,M,77,10036.66,9.213999669
STATE 15,C6 ,M,77,6250.84,8.740471134
STATE 17,C11,M,77,6031.2,8.704701275
STATE 03,C11,M,77,5941.02,8.689636115
STATE 12,C6 ,F,77,5273.85,8.570515925
STATE 15,C11,F,77,5186.82,8.553876072
STATE 15,C6 ,F,77,4875.39,8.49195538
STATE 15,C6 ,M,77,4474,8.406038142
STATE 15,C6 ,M,77,4451.39,8.400971686
STATE 02,C6 ,M,77,4164.34,8.334313079
STATE 15,C11,M,77,4126.23,8.325119436
STATE 15,C6 ,M,77,3998.3,8.29362455
STATE 03,C11,F,77,3968.51,8.286145988
STATE 06,C6 ,M,77,3895.6,8.26760299
STATE 15,C11,M,77,3591.6,8.186353065
STATE 02,F6 ,F,77,3549.9,8.174674713
STATE 02,C6 ,F,77,3538.43,8.171438405
STATE 17,C1 ,M,77,3392.58,8.129345973
STATE 15,C6 ,M,77,3342.06,8.114342662
STATE 15,C6 ,M,77,3103.18,8.040182671
STATE 12,C6 ,M,77,2783.42,7.931435666
STATE 15,C11,M,77,2512.6,7.829073353
STATE 04,C11,M,77,2412.71,7.788505876
STATE 06,C6 ,M,77,2277.98,7.731044364
STATE 15,C6 ,M,77,2264.59,7.725149006
STATE 06,C1 ,M,77,2262.76,7.724340586
STATE 04,C11,F,77,2180.01,7.687084743
STATE 15,F6 ,M,77,2083.86,7.641977222
STATE 02,C6 ,M,77,1988.29,7.595030252
STATE 02,C11,F,77,1979.14,7.590417686
STATE 15,C6 ,F,77,1879.51,7.538766384
STATE 02,C6 ,F,77,1873.96,7.535809118
STATE 03,F6 ,F,77,1792.54,7.491388887
STATE 02,C1B,F,77,1745.82,7.464979638
STATE 02,C11,M,77,1654.87,7.411477735
STATE 04,F6 ,F,77,1607.6,7.382497663
STATE 13,F6 ,M,77,1543.36,7.341717137
STATE 17,C6 ,F,77,1536.05,7.336969465
STATE 15,C6 ,M,77,1475.44,7.296711529
STATE 15,C6 ,M,77,1436,7.26961675
STATE 02,C6 ,F,77,1424.44,7.261534033
STATE 02,C6 ,M,77,1403.26,7.24655338
STATE 01,F6 ,F,77,1395.58,7.241065378
STATE 01,C11,F,77,1342.83,7.202534606
STATE 15,C6 ,M,77,1285,7.158513997
STATE 15,C6 ,F,77,1278.57,7.153497545
STATE 02,C11,F,77,1238,7.121252453
STATE 14,C11,M,77,1208.67,7.097275861
STATE 04,C11,M,77,1206.5,7.095478885
STATE 02,C6 ,M,77,1180.56,7.073744181
STATE 07,C6 ,F,77,1130,7.029972912
STATE 15,C11,M,77,1081.71,6.986298401
STATE 02,F6 ,M,77,1074.87,6.979955003
STATE 03,C1 ,M,77,1033.84,6.941035304
STATE 02,C11,F,77,1013.81,6.92147079
STATE 15,C11,M,77,1013.34,6.921007085
STATE 12,C11,F,77,964.72,6.871837904
STATE 02,C1 ,M,77,950,6.856461985
STATE 17,C6 ,F,77,921.86,6.826393368
STATE 10,C6 ,F,77,886.31,6.787066777
STATE 12,C6 ,M,77,884,6.784457063
STATE 15,C6 ,M,77,877.43,6.77699718
STATE 15,C11,M,77,815.8,6.704169227
STATE 06,C6 ,M,77,797.07,6.680942504
STATE 15,C6 ,M,77,790.84,6.673095672
STATE 01,C6 ,F,77,782.38,6.662340556
STATE 07,C6 ,F,77,733,6.597145702
STATE 06,C1 ,M,77,692.12,6.539759351
STATE 15,C6 ,F,77,684.72,6.529009996
STATE 15,C6 ,F,77,671.59,6.509648035
STATE 02,C6 ,M,77,655,6.484635236
STATE 07,C6 ,M,77,638.17,6.458604706
STATE 15,C11,M,77,610,6.413458957
STATE 15,C6 ,F,77,601.29,6.399077347
STATE 15,C6 ,F,77,598.48,6.394393108
STATE 15,C11,M,77,560,6.327936784
STATE 15,C6 ,M,77,556.89,6.322367734
STATE 15,C11,M,77,543.62,6.298250473
STATE 02,C11,F,77,541.02,6.293456247
STATE 02,C11,M,77,522.31,6.258261281
STATE 15,F6 ,M,77,508.83,6.232113973
STATE 14,C6 ,M,77,498.9,6.212405675
STATE 15,C6 ,M,77,471.2,6.155282632
STATE 02,C11,M,77,464.58,6.141133772
STATE 02,C6 ,M,77,457.11,6.124924062
STATE 17,C6 ,F,77,446.94,6.102424357
STATE 04,C11,M,77,438.34,6.082994865
STATE 04,C11,F,77,435.98,6.077596371
STATE 01,C6 ,F,77,422.3,6.045715962
STATE 04,C6 ,M,77,420.31,6.040992534
STATE 15,C6 ,F,77,410.21,6.016669224
STATE 06,C1 ,F,77,394.82,5.978429965
STATE 15,C1 ,F,77,375,5.926926026
STATE 04,C11,F,77,361.37,5.889902364
STATE 02,C11,F,77,361.02,5.888933358
STATE 17,C6 ,M,77,350.95,5.860643763
STATE 17,C6 ,F,77,335.83,5.81660508
STATE 03,C11,M,77,298.36,5.698300811
STATE 04,C11,M,77,296.6,5.69238443
STATE 15,F6 ,F,77,280,5.634789603
STATE 02,C11,M,77,268.92,5.594413938
STATE 15,F6 ,F,77,264.6,5.578219252
STATE 02,C6 ,F,77,243.14,5.493637409
STATE 06,C6 ,F,77,202.04,5.308465698
STATE 02,C6 ,F,77,200,5.298317367
STATE 04,C6 ,M,77,171.7,5.145748768
STATE 06,C6 ,F,77,149.04,5.004214726
STATE 07,C6 ,M,77,134.04,4.898138263
STATE 14,F6 ,M,77,60,4.094344562
STATE 04,C2 ,M,77,40,3.688879454
STATE 15,C11,F,77,39.07,3.665354909
STATE 01,C6 ,M,77,26.42,3.274121299
STATE 15,C11,M,76,11624.51,9.360871079
STATE 15,C1 ,F,76,5778.48,8.661895951
STATE 02,C11,F,76,5107,8.538367427
STATE 02,F6 ,M,76,4537.4,8.42010944
STATE 06,C6 ,F,76,4314.82,8.369810888
STATE 15,C6 ,M,76,4156.17,8.332349256
STATE 15,C11,F,76,3907,8.270525095
STATE 02,C11,M,76,3759.64,8.232078487
STATE 14,F6 ,M,76,3758.66,8.23181779
STATE 15,C6 ,M,76,3685.6,8.212188614
STATE 15,C6 ,M,76,3680.74,8.210869098
STATE 14,C11,F,76,3633.92,8.198067234
STATE 07,C6 ,F,76,3454.22,8.147351951
STATE 13,C1 ,M,76,3203.35,8.071952416
STATE 15,C1B,M,76,3184.84,8.066157331
STATE 02,C6 ,M,76,3138.2,8.051404666
STATE 02,C1B,F,76,3094.47,8.037371927
STATE 02,C1 ,M,76,3060.69,8.02639566
STATE 15,C11,M,76,2879.38,7.965330272
STATE 15,C6 ,F,76,2773.29,7.92778962
STATE 15,C6 ,F,76,2329.88,7.753572043
STATE 15,C6 ,F,76,2227.87,7.708801251
STATE 15,C6 ,M,76,2171.93,7.683371452
STATE 15,C6 ,M,76,2137.81,7.66753722
STATE 02,C6 ,F,76,2112.41,7.655584755
STATE 02,C11,F,76,2095.09,7.647351791
STATE 15,C6 ,F,76,2084,7.642044403
STATE 15,C11,M,76,2017.45,7.609589617
STATE 15,F6 ,F,76,2000,7.60090246
STATE 15,C11,M,76,1915.77,7.55787491
STATE 02,C11,F,76,1836.79,7.515774762
STATE 02,C6 ,F,76,1759.52,7.472796324
STATE 15,C11,F,76,1727.85,7.45463314
STATE 06,C1 ,F,76,1700,7.43838353
STATE 06,C6 ,F,76,1644.11,7.404954483
STATE 10,C11,M,76,1606.83,7.382018573
STATE 01,C6 ,F,76,1550,7.34601021
STATE 13,F1 ,F,76,1539.82,7.339420805
STATE 15,C11,F,76,1470.35,7.293255747
STATE 14,C11,M,76,1447.24,7.277413573
STATE 17,C11,F,76,1367.93,7.221053927
STATE 15,C6 ,F,76,1354.81,7.211416502
STATE 15,C6 ,F,76,1344.7,7.203926219
STATE 02,C6 ,F,76,1321.42,7.186462195
STATE 15,C1 ,M,76,1271.55,7.147991908
STATE 02,C6 ,F,76,1252.25,7.132697212
STATE 15,C6 ,F,76,1250.04,7.13093083
STATE 04,C11,M,76,1232.67,7.116937827
STATE 17,C11,F,76,1229.01,7.113964246
STATE 01,C6 ,M,76,1194.26,7.085282026
STATE 15,C6 ,F,76,1160.56,7.056657926
STATE 01,F6 ,F,76,1145.85,7.043901999
STATE 15,C1 ,M,76,1145.34,7.043456815
STATE 10,C11,F,76,1138.5,7.037466886
STATE 15,C6 ,M,76,1093.31,6.996965071
STATE 06,C6 ,M,76,1063.48,6.969301829
STATE 15,C11,M,76,1048.43,6.955049086
STATE 02,C11,M,76,1046.07,6.952795564
STATE 04,C11,M,76,1040,6.946975992
STATE 12,C6 ,F,76,1011.24,6.91893258
STATE 13,C11,F,76,1010.94,6.91863587
STATE 17,C6 ,M,76,910.38,6.813862095
STATE 02,C6 ,M,76,897.27,6.79935682
STATE 04,C6 ,M,76,885.34,6.785971752
STATE 15,C1 ,F,76,862.83,6.760217684
STATE 15,C1 ,F,76,836.97,6.729788228
STATE 15,C6 ,F,76,809.6,6.696540299
STATE 04,C11,M,76,802.51,6.687744316
STATE 14,C11,M,76,781.14,6.660754391
STATE 15,C6 ,F,76,768.02,6.643815774
STATE 10,C11,F,76,759.55,6.632726153
STATE 15,C6 ,F,76,750,6.620073207
STATE 15,F11,M,76,744.2,6.612309816
STATE 07,C6 ,M,76,714.16,6.571107027
STATE 15,C6 ,F,76,713.52,6.570210467
STATE 15,C11,M,76,700,6.551080335
STATE 15,C6 ,F,76,698.14,6.548419656
STATE 07,C6 ,F,76,686.13,6.531067114
STATE 07,C6 ,F,76,675,6.514712691
STATE 03,C11,M,76,657.75,6.48882492
STATE 03,C6 ,M,76,652.98,6.481546501
STATE 15,C6 ,F,76,644.49,6.468459306
STATE 03,F6 ,M,76,617.89,6.426310448
STATE 15,C1B,F,76,604.45,6.404318954
STATE 12,C6 ,F,76,593.94,6.386778304
STATE 15,C1 ,M,76,585.79,6.372961364
STATE 15,C11,M,76,575.36,6.354995932
STATE 04,C11,M,76,569.33,6.344460231
STATE 10,F6 ,F,76,562.88,6.333066462
STATE 17,C6 ,M,76,562.32,6.332071083
STATE 15,F11,M,76,562.32,6.332071083
STATE 15,C1 ,M,76,555.34,6.319580539
STATE 02,C1 ,M,76,542.39,6.2959853
STATE 15,C6 ,M,76,533.11,6.278727782
STATE 15,C11,M,76,528.09,6.269266724
